start,end,text
0.0,31.96,"Eh bien bonjour à tous, bonsoir à tous, pardon, bonsoir à tous, et pas bonjour parce que nous revenons à l'horaire précédent de 18h. C'est un horaire que nous avons observé pendant de, j'allais dire de nombreuses années, pendant plusieurs années. Les visios avaient lieu à 18h et puis finalement elles ont eu lieu à 9h le matin pendant, je vais dire, 5-6 mois. quelque chose comme ça. Et nous revenons"
31.96,65.7,"à 18h parce que beaucoup d'entre vous le demandaient et que le nombre de participants était en chute libre. Et là, je vois que nous démarrons plus fort que d'habitude. Là, on démarre. Vous êtes 22 pour l'instant. On verra ce qu'il en sera par la suite. Alors, si vous m'entendez bien, si les questions... Ouais, c'est bon. Bonsoir, Marjorie, Maryse, Véronique, Olivier, Hugues, Cathy, Corinne, Catherine. Bon, super. Tout le monde m'entend. C'est impeccable. Eh bien, écoutez, bienvenue à tous, bienvenue à toutes, permettez-moi de souhaiter la bienvenue à Thierry qui"
65.7,97.44,"nous rejoint, c'est la première visio du jeudi que Thierry effectue, Thierry qui se trouve dans l'ISER, bienvenue à vous mon cher Thierry, peut-être que les autres nouveaux venus de la semaine, les autres nouveaux intégrés à la visioconférence de la semaine se joindront à nous par la suite, ils ont tous été invités cordialement bien entendu, donc bienvenue à vous, mon cher Thierry, pour cette première d'une longue série, j'espère, de visio. Je vois que Michel peut se connecter aujourd'hui, c'est une bonne nouvelle, parce que Michel avait des engagements associatifs pour le jeudi soir,"
97.54,131.32,"il a pu nous rejoindre tout de même, c'est une bonne nouvelle. On va pouvoir commencer, si vous le voulez bien, on a beaucoup de sujets dont on peut parler ce soir. Beaucoup, beaucoup, beaucoup de sujets, plein de choses dont on va potentiellement parler. Quand je dis plein de choses, c'est vraiment, il y a plein de sujets, on ne va pas tous les aborder. C'est une certitude. Tout à l'heure, Julien nous rejoindra à 19h. Il prendra la parole pour parler d'une fonctionnalité WeMove qu'il maîtrise bien et que moi, je ne maîtrise pas. Donc, c'est Julien qui vous en parlera tout à l'heure. Il arrivera après 19h. Il a des rendez-vous avant 19h, m'a-t-il dit."
132.82,164.68,"Donc, ça, c'est prévu pour tout à l'heure. Qu'est-ce qu'on peut faire en premier ? On a beaucoup de sujets potentiels ce soir. faire signer le mandat au conjoint, ça c'est important, plein de petites choses en fait, plein de petites choses, mais avant tout, avant de démarrer les sujets à proprement parler de la comment dire, du réseau,"
164.96,195.0,"les sujets immobiliers, voilà, je vais dire ça, les sujets immobiliers, j'aimerais s'il vous plaît vous présenter autre chose et vous sensibiliser rapidement, bien entendu, vous sensibiliser à quelque chose d'important, enfin important quelque chose qui est important à mes yeux et à nos yeux c'est l'engagement associatif d'un de vos camarades qui s'appelle Eric, Eric qui se trouve que vous connaissez tous, Eric Dananchy qui se trouve à côté de Lyon Eric qui est"
195.0,226.88,"très impliqué dans l'animation d'un club de rugby à 13 en fauteuil roulant, alors je sais que ça ne s'appelle pas en fauteuil roulant, le nom est un petit peu plus compliqué C'est du para-rugby 13 fauteuil, exactement. Ce que je vous disais, le nom est un peu compliqué. Moi, j'appelle ça du rugby à 13 en fauteuil roulant. Alors, le rugby, je ne sais pas si vous connaissez tous, mais il y a plein de rugby. Du rugby, normalement, qu'on connaît tous, c'est le rugby à 15. Il y a 15 joueurs par équipe, 15 et 15. J'ai moi-même joué au rugby pendant toute mon enfance, jusqu'à la fac."
228.12,260.14,"Donc, c'est le rugby à 15 qu'on connaît tous. 15 dans chaque équipe, c'est le rugby du tournoi des 15 nations des 15 nations je suis zinzin les amis, des 6 nations c'est le rugby, le top 14 etc, c'est ce qu'on connait tous 15 joueurs de chaque côté, mais il y a aussi du rugby à 13, 13 joueurs c'est un rugby qui est plus rapide certains disent un peu plus rapeux il y a même du rugby à 7 c'est comme le tarot, le tarot on peut jouer à 6 on peut jouer à 5, on peut jouer à 4 moi mon préféré c'est le tarot à 4 personnellement"
260.14,292.15999999999997,"beaucoup de gens préfèrent le tarot à 5, ce sont des stratégies différentes ce sont des manières de s'y prendre différentes mais là où ça devient encore plus intéressant c'est que Eric est très impliqué dans l'animation d'un club de rugby à 13, donc 13 joueurs dans chaque équipe en fauteuil roulant c'est quelque chose que moi je ne connaissais pas du tout avant que Eric ne m'en parle il y a je sais pas 3-4 ans quelque chose comme ça et le fils d'Eric, Thibaut est lui-même joueur de rugby à 13 en fauteuil,"
292.26,323.6,"mais lui, en fauteuil valide. Ça, ça m'a encore plus surpris, encore plus intéressé. C'est-à-dire que Thibaut, le fils d'Éric, lui, ne souffre d'aucun handicap. Il joue au rugby à 13 en fauteuil, tout simplement par passion, parce qu'il trouve ça chouette. Et il joue, bien entendu, avec d'autres jeunes gens de son âge, parce qu'il a l'âge du bac. avec d'autres gens d'ailleurs je vais mettre tout de suite la page ici, LinkedIn d'autres jeunes gens de son âge certains étant valides j'imagine"
323.6,353.6,"et les autres étant invalides, souffrant d'un handicap je pense qu'il doit y avoir divers types de handicaps représentés dans cette équipe et puis le petit Thibaut, enfin je dis petit il doit être plus grand que moi j'imagine, c'est un gamin pour moi, mais il doit être plus grand que moi puisque moi vous le savez, je ne suis pas très très grand, donc le petit Thibaut, à force de faire son chemin dans le rugby, il fait des compètes il devient de meilleur en meilleur et puis il commence à chatouiller l'équipe de France"
353.6,385.38,"c'est un gamin qui a beaucoup de talent Eric m'en a déjà parlé peut-être certains d'entre vous en avaient discuté avec lui lors du comment ça s'appelle lors du séminaire du Puy du Fou mais il était un petit peu pressé parce qu'il y avait des sélections qui se faisaient dans le sud-ouest. Alors, bien entendu, la terre du rugby, c'est le sud-ouest. Alors, les gens de l'Isère, justement, parce qu'on a Thierry avec nous, de l'Isère, qui vient de nous rejoindre. Thierry dira, hop, hop, hop, hop, hop, dans l'Isère aussi, on joue au rugby."
385.8,419.20000000000005,"Et c'est vrai. Les gens de la région parisienne diront, hop, hop, hop, hop, hop, hop, à Paris, on n'a pas les mains dans les poches en termes de rugby. Et c'est vrai, le rugby, on y joue dans pas mal de régions en France, mais c'est vrai que c'est surtout le sud-ouest, le rugby. « Soyons honnêtes, rendons à César ce qui appartient à César, et à Dieu ce qui appartient à Dieu. » Ne l'oubliez pas, c'est l'expression complète. Alors, le petit Thibaut, il est de meilleur en meilleur, et de meilleur en meilleur, et aujourd'hui, en fait, il a besoin d'aide."
419.52000000000004,450.35999999999996,"Il a besoin d'aide, il a besoin de sponsoring, parce qu'il doit s'acheter un nouveau vélo. Une bêtise ! Il doit s'acheter un nouveau fauteuil. Ça coûte très cher, regardez. Le défi, acquérir un fauteuil performant, celui que je vise, coûte 6 000 euros. C'est un investissement lourd et c'est pour ça que j'ai besoin de votre soutien. Donc, je lis le LinkedIn. Si vous voulez m'aider dans cette démarche, je vous laisse revenir vers moi pour échanger et cliquer sur ce lien."
450.44,482.0,"J'imagine que c'est le même lien. Non, ça m'emmène ailleurs. Moi, je ne connais pas LinkedIn, Facebook, tout ça. vous savez que je patauge il y a une cagnotte litchi etc moi ce que je vous propose les amis c'est que je vous partage à tous cette page je vous demande si vous le voulez bien parce que bien entendu je ne cherche pas à imposer quoi que ce soit, qui que ce soit je vous envoie à tous le lien et je vais vous demander la chose suivante alors bien sûr si vous souhaitez participer à la cagnotte litchi, participez à la cagnotte litchi"
482.0,512.22,mais surtout utilisons et utilisez Votre notoriété Mettez tout cela Alors n'hésitez pas à vous mettre en contact avec Eric Pour bien savoir comment le faire Parce que moi je n'y connais pas grand chose Mettez ça sur vos Facebook Mettez ça sur vos LinkedIn Mettez ça sur vos réseaux sociaux Afin de faire savoir tout autour de vous L'engagement Envers potentiellement Le sponsoring direct ou indirect De cette équipe De cette équipe
512.22,545.02,"De rugby A13 Para, rugby, 13, fauteuil, sport, handi, valide Ça fait beaucoup de mots à dire les uns à côté des autres Nous allons essayer nous-mêmes à la lucarne de le diffuser Je commence à avoir 2-3 petites idées J'espère un peu créatives Pour le faire savoir également Grâce à la lucarne Eh bien écoutez Faisons marcher la magie d'internet Et essayons de voir si ça fonctionne Là il y a un QR code Je l'ai flashé tout à l'heure Ça mène directement vers la cagnotte litchi Donc, pour plus d'informations, bien entendu, adressez-vous à Eric."
545.2,577.74,"D'ailleurs, vous avez vu que sur, je ne sais plus... Voilà, ici, vous avez directement le profil d'Eric. J'imagine qu'Eric a également un profil Facebook. J'en suis certain. Je vous mets également le profil d'Eric qui, très certainement, saura mieux vous renseigner. Je l'envoie à tous également sur le chat. Et je vous disais, nous-mêmes à la lucarne, on va essayer de pousser ça en avant. Je dis pousser ça en avant, ce n'est pas pour faire un mauvais jeu de mots, mais c'est vrai qu'au rugby, il y a un objectif, c'est de gagner du terrain."
578.18,610.38,"Il faut marquer des essais. L'objectif numéro un, quand on est en équipe au rugby, c'est de gagner du terrain. Et gagner du terrain, ça signifie la plupart du temps, quand on joue au rugby, se rassembler ensemble physiquement pour faire un énorme bloc. Un énorme bloc qu'on peut appeler le pack, qu'on peut appeler la mêlée, et qu'on peut appeler de différentes manières selon la configuration, selon la situation dans le jeu, et on pousse en avant. On pousse, on pousse, on pousse en avant. C'est une des techniques de jeu du rugby, pousser en avant."
610.8399999999999,642.96,"Donc, je vous propose que nous poussions tous en avant ce projet pour aider Thibaut à financer ce fauteuil, soit en participant nous-mêmes, soit tout simplement en utilisant notre notoriété pour pousser tout cela vers l'avant. Eric est à votre disposition, je l'imagine pour vous renseigner, pour vous donner plus de détails et plus d'informations là-dessus de notre côté on va faire tout ce qu'on peut ok ? Bon, alors ça c'est vu, c'est une chose que je voulais"
