start,end,text
0.0,30.24,"Bonjour à tous, bonjour à toutes, bien entendu, là vous êtes correctement et officiellement accueillis. Donc, comme je vous le disais, ça fait plusieurs visioconférences que je vous explique que le nombre de participants le jeudi matin est infiniment moindre au nombre de participants du jeudi soir, des mêmes visions le jeudi soir. les visions ont eu lieu le jeudi soir pendant 5 ans 5 ans et demi, quelque chose comme ça"
30.24,69.66,"on a commencé ces visions en 2020 pendant le premier confinement du Covid on a commencé ces visions en 2020 et puis à la sortie du Covid elles ont perduré parce que c'est utile, elles sont utiles et puis il y a toujours des participants c'est à dire qu'il y a des gens qui en retirent quelque chose qui en retirent un bénéfice, bien entendu elles ont eu lieu le jeudi soir pendant 5 ans et demi, quelque chose comme ça Et puis, à la rentrée scolaire 2025, nous sommes passés au jeudi matin à la demande de certains agents qui ont dit « le soir, ça ne nous arrange pas, ce n'est pas pratique, c'est casse-fier, ça pose plein de problèmes, il vaudrait mieux que ce soit le matin »."
69.66,117.56,"Moi, j'ai dit, comme vous voulez, ça ne pose pas de problème, que ce soit le matin ou le soir, pour moi, c'est rigoureusement égal. On va interroger tout le monde. Et nous avons fait un petit sondage sur le groupe Facebook de la Lucarne, qui est maintenu par Marjorie. Nous avons fait un sondage et la plupart des agents qui ont répondu à ce sondage, la majorité, a souhaité que ces visios, effectivement, passent le matin. Donc, à la rentrée scolaire, puisque cette demande et ce petit sondage ont eu lieu vers l'été 2025, à la rentrée scolaire, à la reprise des visios de la rentrée scolaire, puisque les visios, vous le savez, s'arrêtent pendant les vacances d'été, il y a deux coupures, les vacances d'été et puis entre Noël et Jour de l'An."
117.56,149.24,"Donc, à la rentrée scolaire 2025, les visios ont eu lieu le matin, le jeudi matin. Le problème, c'est qu'il n'y a, le jeudi matin, même pas la moitié des participants qu'il y avait le jeudi soir. ça je l'ai vérifié, je vous ai dit je vais reprendre les fichiers Excel parce que j'ai une impression d'accord, mais cette impression elle peut être erronée, elle peut se révéler fausse quand on regarde les chiffres, donc je suis allé chercher dans les fichiers Excel ce qu'on appelle"
149.24,179.62,"les relevés de connexion et puis je m'aperçois je vais vous montrer précisément si vous voulez ce que c'est qu'un relevé de connexion je vais dans mes webinaires ici, les webinaires passés regardez vous le voyez c'est pas du tout la bonne fenêtre excusez moi je vous dis n'importe quoi c'est que je veux être là ça c'est les webinaires passés ok et si je prends le webinaire"
179.62,209.64,de la dernière fois qui est ici hop je vais chercher les inscrits ils sont tous là mais ça ce sont les gens se sont inscrits vous voyez qu'il y en avait 17 la dernière fois il y en avait 17 ça c'est la date à laquelle ils se sont éventuellement et je peux les exporter au format csv alors csv on va dire que
209.64,244.44,c'est comme excel alors ça ce sont les inscrits mais je peux également avoir les effectivement présents si je vais ici vous voyez que je clique sur les petits bons hommes cela en fait j'ai les inscrits et ensuite j'ai les présents et là ça me sort mais non c'est pas comme ça c'est pas ici du tout que je dois cliquer ce je vous dis n'importe quoi c'est inscrit et accepté ah oui et c'est quand je l'exporte excusez moi c'est quand je l'exporte au format csv que ça me dit que michel est effectivement venu ou pas venu c'est quand je l'exporte au format csv excusez
244.44,279.04,"moi je crois que ça s'affichait directement ici mais non je suis un vin donc quand je l'exporte au format csv donc c'est un cousin d'excel samedi michel est venu ou michel n'est pas venu voyez et éventuellement donc quand je regarde les gens qui sont effectivement venus on n'est même pas à la moitié des gens qui étaient présents lors des visioconférences qui avait lieu le soir et Et ça, c'est problématique, c'est absolument problématique."
279.04,310.06,"Pourquoi ? Parce que beaucoup de gens ont demandé à ce que les visios aient lieu le matin. Les gens qui l'ont demandé ne viennent pas aux visios du matin. Vous m'accorderez que c'est casse-pieds, n'est-ce pas ? C'est relativement casse-pieds. Alors que si je vous montre par exemple un exemple de visio qui avait lieu le soir, Là, vous voyez, vous étiez 49. Entre 49 et 17, il y a une marge, vous me l'accorderez."
310.86,343.3,"Alors, ce n'est pas toujours 49, ça peut être 38, ça peut être 52. C'est en moyenne, en fait, les visions du soir, vous étiez en moyenne aux alentours de 45, quand elles avaient lieu le soir. Aujourd'hui, elles ont lieu le matin et vous êtes en moyenne une petite vingtaine. une petite vingtaine, parfois vous êtes 23 24, parfois vous êtes la dernière fois, la fois d'avant je ne sais plus vous vous souvenez, vous étiez 13 13, c'est vraiment c'est vraiment peu donc là on va voir comment se déroule"
343.3,377.02,"la visio d'aujourd'hui regardez d'ailleurs je ne vous raconte pas de craque ça vous voyez, c'est les visios à l'époque où elles avaient lieu le soir vous voyez, 54 42 alors là on était tombé annoncé le 2 octobre excusez moi c'était c'était le 2 octobre pardonnez moi que mais 49 42 42 lors ça c'est des petites visions 3 si ça c'est des visions que je fais avec juste une ou deux personnes voyez par exemple il ya ici un appel géraldine sabrina voyez où j'avais"
377.02,408.14000000000004,ici mandat manuscrit c'est au mandat manuscrit ou réunion saint-paul donc là ce sont des trucs où on est que quelques-uns à peine on voyait sinon 49 32 34 39 35 avait 77 58 83 voyez c'est pas du tout pas du tout les mêmes ordres de grandeur pas du tout les mêmes ordres de combat les visions les grosses visio du matin matin grosse vision du matin depuis la rentrée scolaire c'est 35
408.14,442.21999999999997,"personnes. Et là, c'est une grosse, grosse, grosse vision. À côté de ça, il y a des visions où il y a 13 personnes. Petite vision. C'est pour ça qu'en moyenne, je vous dis, on est aux alentours d'un peu plus de 20. Aux alentours de 20. Alors que vous avez vu, là, les grosses visions avant, c'était 83 personnes. Elle n'est pas du tout dans les mêmes ordres de grandeur. Donc, on va voir comment se déroule la vision d'aujourd'hui. Mais si la vision d'aujourd'hui reste dans les mêmes eaux, Et là, vous êtes 21, moins mes 2, donc vous êtes 19."
442.38,474.04,"Regardez, je vous le montre, je ne vous raconte pas de craques, vous êtes 21, moins, ici, Nicolas Gann et Pierre Béliard, qui est caché dans un coin, qui est ici, Pierre Béliard, le vengeur masqué, et bien, vous êtes donc 19. Donc, si, à la visio, là, on ne termine pas, je ne sais pas, 40, et bien, tout simplement, on va retourner au soir. C'est aussi simple que ça. On va retourner le soir parce qu'il y a beaucoup moins de monde qui vient. Il n'y a pas de questions d'ailleurs là-dessus ?"
474.04,505.88,"De remarques ? N'hésitez pas. Alors, il y a Véro qui dit « Excusez-moi, je n'ai pas pu venir à chaque fois. » Mais non, mais ce que dit Véro est intéressant. Pourquoi ? Ce que dit Véro est toujours intéressant. Toujours. Il y a Ute qui nous dit qu'il doit partir à 9h30. Un appel pour un rendez-vous ce matin. Et Marc qui dit « C'est le même problème que les élections. Les gens ne sont pas d'accord, mais après, ils ne votent pas. Mais oui, c'est un peu ça. C'est un peu ça. Alors, la question qu'a posée Véro, enfin la question, la remarque de Véro, juste au-dessus."
509.58000000000004,544.94,"Déjà, au-dessus, elle disait, est-ce que ceux qui ont demandé les visios le matin sont présents ? Non, ils ne sont pas présents. Ils ne sont pas présents. Donc, ils ne sont pas là. C'est l'équipe d'Orléans qui a demandé ça. Et puis, l'équipe d'Orléans, vous voyez qu'ils ne sont pas là. Vous voyez, je vous montre en toute transparence, ils ne sont pas là. Donc, la remarque de Véro, je suis désolé, non, pardon, là j'étais en train de lire le commentaire de Hugues, pardon, j'ai omis deux fois de venir. Je négociais des questions importantes avec Mathieu pendant sa durée."
544.94,583.42,"Mais je ne suis pas en train de vous gronder parce que vous ne venez pas aux visios. Ce n'est pas ça. Ce n'est pas ça du tout. Absolument pas. Ces visios sont libres. Vous y êtes tous les bienvenus. Tous, tous, tous, tous, tous les bienvenus. Ce n'est pas notre seul moyen de communication, mais c'est un moyen de communication qui est important. vous allez voir ce qu'on va ce qu'on va étudier aujourd'hui c'est quelque chose que vous savez pas forcément que vous avez besoin de connaître c'est important mais jamais je ne dirais un agent"
583.42,616.48,soyez là toutes les visions jamais je dis aux agents fait un effort pour venir de temps en temps parce que vous savez au cours des visions on répète les choses souvent parce que je sais que jacques est là aujourd'hui sera pas là la prochaine et puis sera là deux fois après donc on essaie de faire des répétitions c'est normal pour toucher le maximum de monde avec les sujets importants nous avons trois catégories d'agents dans la population qui peuple les visions il ya
616.48,648.64,des irréductibles les supers fidèles les incontournables ce sont des gens qui sont là à chaque fois ou quasi à chaque fois l'équipe du nord et rick danocher et rick le maire véronique des gens qui essayent pierre également des gens qui essayent d'être là le plus souvent possible parce que la première moi j'aime bien tout simplement ça les intéresse deuxièmement ils savent qu'ils vont apprendre des choses sur la vie du réseau sur les nouveaux outils on va parler
648.64,681.64,d'un nouvel outil dans quelques instants sur les nouveaux outils sur des choses importantes des mises en garde de la législation etc ça c'est ce qu'on pourrait appeler donc les irés du petit bleu gaulois ceux qui sont toujours toujours ensuite la deuxième population ce sont les gens qui ne sont jamais là jamais il ya et c'est la majorité des agents je pense si je faisais le compte les gens qui ne sont jamais là ils ont pas le temps ça les embête ça les intéresse pas
681.64,711.7,ce qu'on fait dans les visions que j'ai entendu ce que je vais vous dire là je les ai entendus de la bouche de ces agents plusieurs fois ce qu'on fait dans les visions c'est pas à leur niveau c'est pas leur niveau c'est des trucs qu'ils connaissent par coeur et mis après le rien du tout ce qu'on va voir dans un instant je vous garantis que ils ne connaissent pas c'est Ce n'est pas possible. Mais ils estiment qu'ils sont plus malins. Ils n'ont pas besoin.
712.38,742.8199999999999,"Ces visios, elles sont nulles. Elles sont caspillantes. Souvenez-vous Xavier Zimmerman. Xavier, vous vous en souvenez, il en avait parlé au cours du séminaire de Center Parcs. Il s'était mis en colère d'ailleurs en expliquant que les visios, c'était nul. Ce n'était ni fait ni à faire. C'était une perte de temps. Ça ne servait à rien du tout. c'était pique pendre ça ce sont des agents et pourtant il venait au visio lui par contre il"
742.8199999999999,774.24,venait au visio il est critiqué beaucoup mais il y venait là moi je vous parle de gens qui ne viennent jamais au visio ou tout simplement c'est qu'ils n'ont pas critiqué les vieux je suis en train de vous parler de ceux qui sont particulièrement acrimonieux en disant que c'est nul ça sert à rien c'est pas leur niveau c'est pour les débutants c'est pour les minables c'est pour ceux qui connaissent pas leur métier c'est pas à leur niveau à eux mais ils sont quelques-uns cela la majorité de ceux qui viennent jamais ils viennent jamais et puis c'est tout ça les intéresse pas mais ils vont pas critiquer craché du tout c'est juste quand j'en discute
774.24,805.38,"avec eux des bas vous n'êtes pas obligé de dire ah non j'ai pas le temps et puis j'y pense pas ça ça veut dire ça m'intéresse pas et puis c'est tout mais sont pas des gens qui crachent sur les visio comme certains ou certaines en particulier auquel je pense désignerait personne aujourd'hui essayer Et devinez dans le chat, je vous dirai si vous devinez juste ou devinez faux. Et puis après, il y a… Est-ce que la majorité, ce sont les gens qui ne viennent pas ou ce sont cette nouvelle catégorie dont je vais vous parler ?"
805.38,837.64,"Je ne sais pas bien, je ne sais pas vraiment, je ne me suis pas penché sur les chiffres exactement. Là, c'est plutôt sur mon impression. J'ai l'impression que ceux qui ne viennent pas du tout sont plus nombreux, mais je ne suis pas certain. En tout cas, la troisième catégorie d'agents par rapport à ces visios du jeudi, Ce sont ceux qui viennent une fois de temps en temps. Ils viennent à deux, trois visios dans l'année peut-être, ou une visio dans l'année, ou une visio par mois, chacun à son rythme. Mais il y a plein d'agents qui essayent quand ils ont le temps, quand ils y pensent également, tout simplement."
837.64,868.9,"bah tiens oui je vais y aller cette fois ci on va voir si un truc intéressant donc ça ce sont les trois catégories de personnes qui viennent ou qui ne viennent pas à ses visio mais le problème c'est que dans ceux qui ne viennent jamais ou qu'ils viennent très rarement ceux qui viennent de tenter à mettre rarement par an celui qui vient de visio dans l'année une vision dans l'année ils passent à côté de plein de choses plein de messages, plein d'informations"
868.9,921.78,"et après ils se plaignent qu'ils ne sont pas au courant de certaines choses et moi je leur dis écoutez quand même on a fait des visios ah oui mais les visios on n'a pas le temps on n'a pas le temps j'ai même un exemple, je ne vais pas vous dire qui mais c'est un agent que vous connaissez un agent qui a des problèmes avec les horaires, qui est souvent en retard le matin Quand on se voit, quand on fait des séminaires, quelqu'un qui est toujours en retard. Je vous laisse deviner qui. Donc, une personne qui est toujours en retard et qui, un jour, pour une question très importante, il y a quelques années, dit « Ah, ben ça, je ne suis pas au courant, ce n'est pas normal. »"
921.78,954.0400000000001,"un message à tout le monde en disant, voilà, tel jour, telle heure, il y a une visio impérative, tout le monde doit être là. Parce qu'il y a un changement législatif important, parce qu'il y a un changement dans l'églantine important, etc. Donc, tout le monde doit être là. Oh, non, non, je n'étais pas au courant. Écoutez, il y a eu deux visios, deux jours différents, deux horaires différents, pour être sûr que tout le monde soit là, à au moins l'une des deux. Vous n'étiez pas. Oh, ben oui, mais les visios, je n'ai pas temps c'est casse-pieds c'est pour les nazes c'est pour les minas qui connaissent pas leur"
954.0400000000001,1008.62,"métier moi j'ai autre chose à faire c'est pas possible enfin vous êtes au sein d'une équipe quand même de 4 5 personnes aucune de l'équipe aucune de ces personnes de l'équipe n'était à la vision aucune parce que imaginons que c'est pas tout tout tout tout le temps c'est fait envoyer une personne voilà c'est toi qui dis vous et puis tu nous dira après ce qui avait de si important « Ah, mais oui, mais non, on n'a pas le temps, on a autre chose à faire, c'est pas comme ça, c'est pas comme ça, non, non, non, non, non, non, c'est pas comme ça que vous devez communiquer, moi je m'y connais, les visios, c'est pas le bon moyen, vous devez communiquer par e-mail, parce que les e-mails, on les lit. »"
1008.62,1042.46,"emails à tout le réseau pour avertir de cette question là vous savez parfois on envoie des emails comme les emails sur les RCP ou les machins etc, on les envoie 2, 3, 4 fois pour être sûr que tout le monde ait le message parce que c'est très important non pas du tout il n'y a pas eu d'email si bien sûr il y a eu un email c'était, tenez, sortez votre téléphone vous allez voir, on va regarder ensemble moi je regarde dans mon téléphone ah bah c'était, je vous dis une bêtise le mardi 24 à 17h il y a eu un autre email le vendredi 31 à 19h."
1042.78,1075.5,"Deux e-mails qui vous informent de cette modification importante. Et là, elle regarde et elle trouve les e-mails. Ah oui ! Ah oui, mais vos e-mails, on ne les lit pas, ils sont trop longs, ils ne sont pas rédigés comme il faut, ils sont illisibles, ils sont... Et là, la mauvaise foi de cette personne que vous connaissez tous et dont vous savez très bien qu'elle est d'une mauvaise foi, pas possible ! Non, ce n'est pas la personne que Cathy désigne. Non, Cathy, vous vous trompez. Ce n'est pas la personne que vous désignez, c'est une autre personne."
1076.66,1108.96,"Une autre personne. On pourrait croire que c'est cette personne-là, mais non, c'en est une autre. Donc, elle me dit que les visios, c'est naze, ce n'est pas là qu'on peut s'informer. Il faut faire des emails. Je dis, il y a eu deux emails. Ah bon ? Oui, les emails, c'est nul, ils sont mal rédigés. Ce n'est pas les emails qui... Il ne faut pas faire comme ça, il faut faire autrement. On est un petit peu là. La mauvaise foi quand même, un petit peu. Donc, moi, ce que j'essaie de vous expliquer... Ah, là, Sandrine a deviné par contre."
1109.28,1140.14,"Et Véro a deviné aussi. Donc, ce que j'essaie de vous expliquer, c'est que si vous venez à toutes les visios, c'est mieux, c'est super, bien sûr. Et moi, je suis content de vous y retrouver, parce que si je vous vois à chaque visio ou à quasiment chaque visio, ça veut dire que ça vous intéresse, ça veut dire que pour moi, je trouve ça chouette mais vous ne devez pas venir absolument à toutes les visions essayez de venir autant que possible si vous en ratez une par-ci si vous en ratez une par-là"
1140.14,1173.66,"c'est pas grave du tout, du tout, du tout ce qui est casse-pièce, c'est si vous venez jamais et qu'après vous vous plaignez pour être au courant des choses bon, maintenant vous me direz, c'est pas le seul moyen qu'on utilise la vision, on utilise la vision pour communiquer avec vous, on utilise les emails pour les particulièrement importante et puis on utilise ce nouveau système enfin nouveau qui plus si nouveau que ça il a ça fait quoi un an et demi qu'on utilise ça de mettre des vidéos et des informations directement en page d'accueil des clans team parfois on met en rouge attention évolution importante art on garde on garde ong ça ça fonctionne bien aussi ça marche bien notamment"
1173.66,1204.94,sur cette question des tutos de tpe 2026 on va enlever d'ailleurs parce que là on arrive en bientôt en mars donc c'est pas le seul moyen qu'on utilise mais également il y a une chose qui est importante et vous avez plusieurs à en reparler dans le chat je vais vous montrer sur une autre églantine parce que moi j'ai pas ça dans mon églantine d'administration j'ai ça dans une églantine d'agent vous l'avez tous je vais aller sur l'églantine de notre ami Pierre Béliard
1204.94,1242.46,le concombre masqué vous avez de toute manière et ça c'est michel qui vous l'a présenté c'est un c'est un super projet que michel a conduit du début à la fin pour son implant main implémentation son développement et son implémentation moi je me suis contenté en fait de gérer la partie et gentil et surtout gérer la partie création des visions c'est pas rien quand même mais c'est michel qui a pensé à ce système et qu'il a mis en place donc bravo à lui voici une églantine d'agent comme
1242.46,1278.3999999999999,vous avez tous et c'est l'églantine de pierre billard vous avez tous un nouveau lien enfin nouveau depuis fin 2025 qui s'appelle base de connaissances qui est là si je clique sur base de connaissances j'arrive sur la fameuse base de connaissances à la lucarne la base de connaissances à la lucarne que michel vous a présenté qui vous permet de directement poser des questions à l'outil en demandant par exemple quand dois-je envoyer
1278.3999999999999,1310.6799999999998,quand dois-je envoyer mon attestation d'assurance imaginons que je me pose cette question là je recherche l'outil me ressort ici pour les résultats de l'attestation vous voyez que je vous ai quand même parlé de l'attestation un certain nombre de fois il nous en manque
1310.6799999999998,1343.06,"toujours d'ailleurs des attestations c'est fou et je clique c'est à ce sens vous le voyez et Et ça vous met exactement à l'endroit de la visio correspondant. Visio question-réponse du 16 octobre, on en avait déjà parlé à ce moment-là. Visio question-réponse du 13 novembre, on en a parlé à ce moment-là. Regardez, ici, ça ressort même le texte. On verra si on peut prendre une deuxième chose. On arrive en fin d'année, il faut que vous fassiez parvenir vos RCP, c'est-à-dire vos Assurances Responsabilité Civile Professionnelle pour l'année 2026."
1343.4199999999998,1375.06,"On le mettra dans Eglantine, on vous enverra un email, ce qu'on a fait. les RCP, il nous les faut pour blablabla et puis on en a reparlé le 8 janvier 2026 les attestations d'assurance beaucoup d'entre vous nous les ont envoyées, pas tout le monde c'est très important, c'est votre attestation d'assurance professionnelle ça va chercher en fait la vision correspondante à l'endroit, c'est à dire si vous cliquez ici sur lecture, alors là vous n'allez pas l'entendre mais ça vous met exactement je ne sais pas si vous l'entendez ou pas là"
1377.0,1415.96,"Non, vous ne l'entendez pas ? Non ? D'accord, il n'y a pas le son. En tout cas, ça vous envoie exactement à l'endroit de la visio où je parle de ça. Ça, c'est donc le moteur intelligent. Mais également, vous avez un petit bouton ici qui vous permet de mettre toutes les vidéos. Et voilà, toutes les vidéos. Les visions qui sont réponses. Les tutos, le séminaire, la visio Allure 2025 RGPD."
1415.96,1446.96,"Et là, si vous cliquez dessus, vous avez toute la visio. Toute la visio qui a duré 1h50. Et vous pouvez la regarder. Ça veut dire que, également, vous pouvez regarder la visio questions-réponses du 2 octobre 2025. donc imaginons même que vous n'ayez pas le temps voyez là c'est la visio du 2 octobre 2005 imaginons que vous n'ayez pas le temps c'est important de regarder parce que je sais pas si"
1446.96,1478.44,vous souvenez mais ce que je viens de vous montrer la visio que vient de vous montrer regardez à quel point c'est une question importante à cet endroit là qu'est ce que j'étais en train de vous montrer j'étais en train de vous montrer que leboncoin ne nous envoyait plus à un moment les emails de contact au client et qu'on avait dû mettre en place un nouveau système par intelligence artificielle hyper important de savoir pourquoi et comment vos emails de bon coin ne vous arrivent pas hyper important donc même si vous ne pouvez pas venir à toutes les vidéos vous pouvez en regarder une
1478.44,1509.4,"de temps en temps si ça ne correspond pas à votre horaire si ça ne correspond pas au bon moment vous pouvez quand même les retrouver toutes donc cette base de connaissances elle est à votre disposition, vous voyez, elle est tout simplement ici, dans Eclatine et vous avez accès à tout ça donc ne venez pas à toutes les visios plus vous venez moi, plus je trouve ça sympa, je suis content je sais qu'à la visio, j'ai toujours retrouvé Pierre, j'ai retrouvé Corinne, j'ai retrouvé"
1509.4,1541.5,"l'équipe du Nord j'ai retrouvé Véronique, j'ai retrouvé Sandrine les habitués, c'est comme Celui qui va au bistrot tous les matins à 8h, il retrouve ses copains de bistrot. On n'est pas copains de bistrot, mais vous voyez ce que je veux dire. Et c'est comme ça qu'il faut l'envisager. Je ne peux pas venir à chaque fois, mais j'essaie de venir d'autres. Comme Marc, exactement comme Marc qui nous disait un petit peu au-dessus, je ne retrouve plus son commentaire."
1541.6,1572.98,"Marc disait, voilà, moi j'essaie d'être là de temps en temps, je ne retrouve plus le commentaire de Marc. Je ne le vois plus. perso j'assistais à 80% des visio le soir et là le matin je dois être à 20% non pas parce que ça ne m'intéresse pas mais le matin j'ai des activités professionnelles et privées qui m'empêchent d'être présent c'est exactement ça vous êtes nombreux également à m'avoir dit le matin en fait nous on bosse le soir on avait fini notre journée donc effectivement ça mange sur le temps passé avec les enfants etc d'ailleurs vous pouvez l'écouter tout le temps"
1572.98,1603.12,dans le bain ou je sais pas quoi c'est possible mais le matin vous êtes très nombreux en dire pas le matin moi je suis chez le notaire je suis chez mes clients je suis en train de relancer mes vendeurs je suis en train de faire une estimation le matin de 9h à 11h moi ça me bouffe sur mon temps de travail le matin c'est pas pratique donc on va repasser le soir je pense que ça fait plus trop trop trop trop trop trop trop
1603.12,1635.8,questions on va repasser le soir et puis puis et puis c'est tout sauf s'il a d'ici là la fin de la vision pour s'appuyer à 50 ans c'est possible à bientôt hugues qui doit qui doit nous quitter parce qu'il a un rendez vous voilà moi j'ai envie est ce que vous allez diffuser les très anciennes visions dans la base de connaissances car il n'y a pas celle des années antérieures alors non non toutes celles qui ont été enregistrés sont là celles qui ne
